timestamp_s,cpu_pct,pss_kb,java_heap_kb
1,258.41,0,66904
2,125.66,0,19556
3,107.83,0,19108
4,106.14,0,18644
5,117.39,0,19380
6,139.32,0,26652
7,125.89,0,29912
8,73.73,0,19548
9,120.00,0,19880
10,84.48,0,18732
11,105.31,0,19488
12,103.57,0,19552
13,223.01,0,41088
14,123.68,0,22244
15,99.15,0,20928
16,66.67,0,19080
17,18.42,0,18000
18,128.21,0,20488
19,62.28,0,19140
20,162.61,0,34168
21,121.74,0,21480
22,93.22,0,20032
23,40.87,0,18776
24,111.21,0,19788
25,92.17,0,19348
26,192.24,0,43936
27,108.70,0,24256
28,94.87,0,22120
29,101.69,0,20992
30,96.49,0,20056
31,78.26,0,19556
32,139.13,0,29228
33,92.98,0,27200
34,105.08,0,21240
35,22.61,0,19232
36,91.45,0,20316
37,105.88,0,21268
38,74.14,0,19560
39,145.30,0,34144
40,103.31,0,22040
41,81.90,0,20416
42,116.52,0,21852
43,39.83,0,19608
44,45.38,0,19868
45,136.75,0,38876
46,64.96,0,39184
47,39.47,0,21032
48,100.00,0,23432
49,17.39,0,19392
50,49.57,0,20604
51,81.90,0,21040
52,118.80,0,23932
53,122.88,0,36960
54,101.72,0,24784
55,84.35,0,21356
56,84.21,0,20628
57,18.97,0,19844
58,85.47,0,21444
59,18.97,0,19732
60,171.30,0,38100
61,103.51,0,25440
62,55.56,0,22716
63,109.24,0,22712
64,87.83,0,21688
65,85.34,0,21888
66,70.94,0,21104
67,128.95,0,35828
68,81.36,0,25024
69,78.26,0,22368
70,113.91,0,23516
71,101.71,0,22592
72,79.51,0,21884
73,146.90,0,34284
74,115.65,0,39300
75,85.96,0,23536
76,105.93,0,22276
77,19.13,0,20488
78,87.07,0,22440
79,117.65,0,23472
80,136.52,0,40812
81,45.76,0,23672
82,19.83,0,21168
83,60.53,0,21736
84,72.03,0,22068
85,21.14,0,21012
86,148.28,0,38960
87,72.03,0,26288
88,30.58,0,22252
89,107.89,0,23764
90,64.96,0,22472
